Country,Year,Average Temperature per Year,Consumption Levels
Uzbekistan,2001,14.0,1769.4
Uzbekistan,2002,13.87,1775.81
Uzbekistan,2003,13.16,1764.46
Uzbekistan,2004,14.44,1765.48
Uzbekistan,2005,14.04,1717.2
Uzbekistan,2006,13.79,1755.76
Uzbekistan,2007,13.93,1664.06
Uzbekistan,2008,13.31,1652.65
Uzbekistan,2009,13.7,1643.15
Uzbekistan,2010,14.33,1653.47
Uzbekistan,2011,13.14,1631.53
Uzbekistan,2012,13.14,1610.81
Uzbekistan,2013,16.19,1637.19
Vietnam,1971,23.41,41.8
Vietnam,1972,24.03,39.08
Vietnam,1973,24.34,40.83
Vietnam,1974,23.76,35.19
Vietnam,1975,23.99,40.32
Vietnam,1976,23.63,47.88
Vietnam,1977,23.81,54.82
Vietnam,1978,23.9,55.38
Vietnam,1979,24.17,54.18
Vietnam,1980,24.17,55.32
Vietnam,1981,24.18,55.56
Vietnam,1982,24.0,57.92
Vietnam,1983,23.95,57.18
Vietnam,1984,23.76,66.19
Vietnam,1985,23.89,69.23
Vietnam,1986,23.93,72.25
Vietnam,1987,24.6,79.02
Vietnam,1988,24.13,86.12
Vietnam,1989,23.89,93.16
Vietnam,1990,24.27,96.78
Vietnam,1991,24.28,100.34
Vietnam,1992,23.85,103.44
Vietnam,1993,23.94,113.83
Vietnam,1994,24.16,131.36
Vietnam,1995,23.92,155.49
Vietnam,1996,23.75,182.53
Vietnam,1997,24.22,205.76
Vietnam,1998,24.9,235.94
Vietnam,1999,24.07,256.26
Vietnam,2000,23.98,289.92
Vietnam,2001,24.18,330.31
Vietnam,2002,24.39,381.74
Vietnam,2003,24.5,437.59
Vietnam,2004,24.06,488.38
Vietnam,2005,24.3,574.69
Vietnam,2006,24.52,650.33
Vietnam,2007,24.3,733.73
Vietnam,2008,23.78,808.61
Vietnam,2009,24.47,912.54
Vietnam,2010,24.83,1028.94
Vietnam,2011,23.69,1109.33
Vietnam,2012,24.7,1213.07
Vietnam,2013,25.23,1283.71
Zambia,1971,21.19,1002.52
Zambia,1972,21.4,1057.79
Zambia,1973,21.48,1111.9
Zambia,1974,20.78,1184.16
Zambia,1975,21.11,1157.92
Zambia,1976,20.83,1179.8
Zambia,1977,21.56,1122.43
Zambia,1978,21.16,1082.84
Zambia,1979,21.38,1065.46
Zambia,1980,21.34,1061.11
Zambia,1981,21.25,1102.0
Zambia,1982,21.6,1086.88
Zambia,1983,22.35,1066.27
Zambia,1984,21.67,1026.5
Zambia,1985,21.33,981.84
Zambia,1986,21.29,933.83
Zambia,1987,22.31,918.51
Zambia,1988,21.89,972.67
Zambia,1989,21.64,814.15
Zambia,1990,22.22,796.6
Zambia,1991,21.63,771.02
Zambia,1992,22.41,770.09
Zambia,1993,21.71,775.13
Zambia,1994,21.85,765.62
Zambia,1995,22.45,744.23
Zambia,1996,22.02,719.28
Zambia,1997,21.95,670.74
Zambia,1998,22.3,613.29
Zambia,1999,21.45,617.28
Zambia,2000,21.56,629.25
Zambia,2001,21.8,649.04
Zambia,2002,22.29,672.52
Zambia,2003,22.16,689.06
Zambia,2004,21.77,707.36
Zambia,2005,22.81,710.17
Zambia,2006,21.78,716.45
Zambia,2007,21.84,669.57
Zambia,2008,21.54,589.36
Zambia,2009,21.67,564.04
Zambia,2010,22.27,582.58
Zambia,2011,21.77,621.0
Zambia,2012,21.7,719.31
Zambia,2013,21.2,731.93
Zimbabwe,1971,21.16,663.76
Zimbabwe,1972,21.03,845.14
Zimbabwe,1973,21.46,868.59
Zimbabwe,1974,20.56,903.87
Zimbabwe,1975,20.83,978.66
Zimbabwe,1976,20.69,1040.97
Zimbabwe,1977,21.4,956.91
Zimbabwe,1978,20.92,907.27
Zimbabwe,1979,21.26,962.46
Zimbabwe,1980,21.13,992.21
Zimbabwe,1981,20.8,967.56
Zimbabwe,1982,21.57,955.43
Zimbabwe,1983,22.37,898.43
Zimbabwe,1984,21.71,846.45
Zimbabwe,1985,21.2,955.98
Zimbabwe,1986,21.2,892.68
Zimbabwe,1987,22.32,902.51
Zimbabwe,1988,21.48,883.29
Zimbabwe,1989,21.43,911.3
Zimbabwe,1990,22.13,892.63
Zimbabwe,1991,21.79,881.11
Zimbabwe,1992,22.84,806.37
Zimbabwe,1993,21.85,757.58
Zimbabwe,1994,21.61,806.46
Zimbabwe,1995,22.5,854.19
Zimbabwe,1996,21.55,895.5
Zimbabwe,1997,21.57,924.45
Zimbabwe,1998,22.14,891.38
Zimbabwe,1999,21.49,935.27
Zimbabwe,2000,21.15,901.42
Zimbabwe,2001,21.69,872.98
Zimbabwe,2002,22.08,876.12
Zimbabwe,2003,21.89,872.82
Zimbabwe,2004,21.33,845.83
Zimbabwe,2005,22.51,881.08
Zimbabwe,2006,21.62,859.58
Zimbabwe,2007,21.6,748.32
Zimbabwe,2008,21.55,619.35
Zimbabwe,2009,21.38,578.4
Zimbabwe,2010,21.99,599.93
Zimbabwe,2011,21.6,629.83
Zimbabwe,2012,21.52,601.87
Zimbabwe,2013,20.71,619.24
