Country,Year,Average Temperature per Year,Consumption Levels
Albania,1971,12.53,532.03
Albania,1972,12.61,568.4
Albania,1973,12.49,593.45
Albania,1974,12.56,591.03
Albania,1975,12.57,739.35
Albania,1976,12.04,908.67
Albania,1977,13.22,1067.81
Albania,1978,12.26,1098.48
Albania,1979,12.99,1065.77
Albania,1980,12.16,1142.97
Albania,1981,12.58,1123.97
Albania,1982,13.02,1096.87
Albania,1983,12.51,1070.69
Albania,1984,12.64,1018.1
Albania,1985,12.95,796.35
Albania,1986,13.06,1420.61
Albania,1987,13.0,1161.95
Albania,1988,13.04,1005.94
Albania,1989,12.8,1021.39
Albania,1990,13.47,552.25
Albania,1991,12.34,418.45
Albania,1992,13.08,453.64
Albania,1993,13.12,536.36
Albania,1994,14.1,596.41
Albania,1995,12.78,663.78
Albania,1996,12.74,904.35
Albania,1997,12.9,694.66
Albania,1998,13.31,734.85
Albania,1999,13.65,1414.7
Albania,2000,13.75,1449.65
Albania,2001,13.69,1351.23
Albania,2002,13.56,1578.17
Albania,2003,13.63,1469.26
Albania,2004,13.26,1797.53
Albania,2005,12.75,1722.07
Albania,2006,12.98,1218.36
Albania,2007,13.89,1213.12
Albania,2008,13.96,1617.74
Albania,2009,13.84,1835.68
Albania,2010,13.78,1943.34
Albania,2011,13.44,2205.7
Albania,2012,13.77,2118.33
Albania,2013,14.99,2533.25
Algeria,1971,22.67,141.1
Algeria,1972,22.7,151.25
Algeria,1973,22.89,168.67
Algeria,1974,22.54,181.87
Algeria,1975,22.72,206.68
Algeria,1976,22.36,227.87
Algeria,1977,23.55,239.23
Algeria,1978,23.16,286.4
Algeria,1979,23.4,322.89
Algeria,1980,23.16,338.81
Algeria,1981,23.58,372.33
Algeria,1982,23.09,415.25
Algeria,1983,23.68,425.97
Algeria,1984,23.06,448.92
Algeria,1985,23.53,472.78
Algeria,1986,23.26,489.94
Algeria,1987,24.25,459.04
Algeria,1988,23.82,485.87
Algeria,1989,23.72,526.69
Algeria,1990,24.01,536.6
Algeria,1991,23.01,537.92
Algeria,1992,22.77,565.64
Algeria,1993,23.45,553.62
Algeria,1994,23.64,556.43
Algeria,1995,23.72,565.42
Algeria,1996,23.73,576.06
Algeria,1997,23.96,580.91
Algeria,1998,23.92,624.03
Algeria,1999,24.3,658.77
Algeria,2000,24.03,689.24
Algeria,2001,24.72,714.79
Algeria,2002,24.26,736.13
Algeria,2003,24.39,791.52
Algeria,2004,23.92,808.61
Algeria,2005,24.22,895.84
Algeria,2006,24.2,867.74
Algeria,2007,24.07,899.1
Algeria,2008,23.95,951.7
Algeria,2009,24.15,869.7
Algeria,2010,25.22,1020.07
Algeria,2011,24.14,1126.96
Algeria,2012,23.95,1242.06
Algeria,2013,25.12,1283.61
Angola,1971,21.84,90.01
Angola,1972,22.01,98.67
Angola,1973,22.35,112.19
Angola,1974,21.62,135.54
Angola,1975,21.74,139.21
Angola,1976,21.45,60.41
Angola,1977,21.95,58.44
Angola,1978,21.82,56.49
Angola,1979,22.14,58.68
Angola,1980,22.08,60.74
Angola,1981,22.03,58.62
Angola,1982,21.82,60.35
Angola,1983,22.37,63.28
Angola,1984,22.36,52.2
Angola,1985,22.02,60.58
Angola,1986,22.04,58.46
Angola,1987,22.75,56.76
Angola,1988,22.41,55.24
Angola,1989,22.12,53.67
Angola,1990,22.47,53.26
Angola,1991,22.1,54.54
Angola,1992,22.5,53.59
Angola,1993,22.29,52.15
Angola,1994,22.19,50.81
Angola,1995,22.94,49.38
Angola,1996,22.48,51.17
Angola,1997,22.32,69.33
Angola,1998,23.12,73.27
Angola,1999,22.38,71.89
Angola,2000,22.36,75.27
Angola,2001,22.5,82.64
Angola,2002,22.93,86.03
Angola,2003,23.07,95.84
Angola,2004,22.57,87.47
Angola,2005,22.97,109.2
Angola,2006,21.95,144.63
Angola,2007,22.43,133.24
Angola,2008,22.29,172.42
Angola,2009,22.32,189.31
Angola,2010,22.68,206.38
Angola,2011,22.03,206.69
Angola,2012,22.12,218.55
Angola,2013,22.51,278.81
Argentina,1971,14.65,875.77
Argentina,1972,14.82,926.84
Argentina,1973,14.6,963.65
Argentina,1974,14.64,993.72
Argentina,1975,14.94,1011.61
Argentina,1976,14.44,1031.48
Argentina,1977,15.35,1079.63
Argentina,1978,15.19,1089.99
Argentina,1979,14.97,1212.18
Argentina,1980,15.23,1237.94
Argentina,1981,15.17,1192.01
Argentina,1982,15.26,1203.31
Argentina,1983,14.95,1254.24
Argentina,1984,14.4,1296.65
Argentina,1985,15.33,1285.86
Argentina,1986,15.33,1328.23
Argentina,1987,15.19,1412.4
Argentina,1988,14.84,1451.3
Argentina,1989,15.54,1319.63
Argentina,1990,15.16,1303.22
Argentina,1991,15.1,1346.5
Argentina,1992,14.74,1408.74
Argentina,1993,15.1,1494.39
Argentina,1994,15.58,1572.83
Argentina,1995,15.15,1643.33
Argentina,1996,15.21,1721.14
Argentina,1997,15.62,1839.82
Argentina,1998,15.26,1958.04
Argentina,1999,15.06,2023.46
Argentina,2000,14.75,2077.54
Argentina,2001,15.37,2108.99
Argentina,2002,15.18,2003.67
Argentina,2003,15.52,2169.49
Argentina,2004,15.44,2282.82
Argentina,2005,15.11,2397.49
Argentina,2006,15.56,2362.85
Argentina,2007,14.63,2443.84
Argentina,2008,15.48,2759.51
Argentina,2009,15.53,2716.6
Argentina,2010,15.08,2877.65
Argentina,2011,15.34,2929.08
Argentina,2012,15.69,3000.6
Argentina,2013,14.46,2967.38
Armenia,1990,9.26,2708.53
Armenia,1991,9.37,2606.13
Armenia,1992,7.61,1890.31
Armenia,1993,7.77,1162.45
Armenia,1994,9.02,1017.57
Armenia,1995,9.89,1016.92
Armenia,1996,9.82,1171.6
Armenia,1997,9.25,1445.24
Armenia,1998,10.45,1255.34
Armenia,1999,10.33,1259.81
Armenia,2000,9.92,1257.05
Armenia,2001,10.44,1235.82
Armenia,2002,9.6,1208.04
Armenia,2003,9.42,1292.11
Armenia,2004,9.72,1409.77
Armenia,2005,9.74,1488.56
Armenia,2006,10.05,1602.85
Armenia,2007,9.54,1730.8
Armenia,2008,9.71,1626.99
Armenia,2009,9.84,1618.6
Armenia,2010,11.51,1685.85
Armenia,2011,9.14,1774.68
Armenia,2012,10.35,1872.41
Armenia,2013,11.34,1928.73
Australia,1971,21.65,3751.64
Australia,1972,22.01,3880.93
Australia,1973,22.41,4230.34
Australia,1974,21.24,4578.88
Australia,1975,21.69,4781.62
Australia,1976,21.19,4901.59
Australia,1977,21.89,5251.2
Australia,1978,21.61,5416.28
Australia,1979,22.25,5665.98
Australia,1980,22.59,5915.26
Australia,1981,22.16,6154.89
Australia,1982,21.91,6388.66
Australia,1983,22.26,6356.01
Australia,1984,21.52,6684.34
Australia,1985,22.04,6994.16
Australia,1986,22.09,7309.12
Australia,1987,22.07,7525.7
Australia,1988,22.63,7800.55
Australia,1989,21.86,8129.1
Australia,1990,22.36,8527.21
Australia,1991,22.49,8522.14
Australia,1992,21.93,8558.33
Australia,1993,22.16,8717.65
Australia,1994,22.03,8837.0
Australia,1995,21.96,9027.88
Australia,1996,22.33,9151.39
Australia,1997,22.09,9338.47
Australia,1998,22.66,9837.82
Australia,1999,22.06,10097.14
Australia,2000,21.71,10260.45
Australia,2001,21.79,10712.7
Australia,2002,22.46,10899.75
Australia,2003,22.44,10527.29
Australia,2004,22.29,10657.9
Australia,2005,22.9,10571.43
Australia,2006,22.26,10617.15
Australia,2007,22.49,10972.88
Australia,2008,22.23,10749.11
Australia,2009,22.69,10791.62
Australia,2010,22.08,10726.93
Australia,2011,21.77,10627.29
Australia,2012,22.02,10407.74
Australia,2013,22.14,10220.89
Austria,1971,6.45,3213.13
Austria,1972,6.25,3404.47
Austria,1973,6.21,3620.56
Austria,1974,6.89,3769.03
Austria,1975,6.9,3734.45
Austria,1976,6.42,4068.19
Austria,1977,6.92,4137.71
Austria,1978,5.79,4335.05
Austria,1979,6.4,4541.54
Austria,1980,5.63,4684.46
Austria,1981,6.5,4697.37
Austria,1982,6.92,4730.57
Austria,1983,7.19,4827.48
Austria,1984,6.06,5071.0
Austria,1985,5.92,5280.78
Austria,1986,6.32,5321.41
Austria,1987,6.17,5536.14
Austria,1988,7.08,5716.83
Austria,1989,7.37,5896.14
Austria,1990,7.34,6111.48
Austria,1991,6.36,6347.22
Austria,1992,7.62,6227.5
Austria,1993,6.86,6137.27
Austria,1994,8.16,6205.8
Austria,1995,6.85,6344.39
Austria,1996,5.86,6607.22
Austria,1997,7.03,6620.45
Austria,1998,7.22,6706.71
Austria,1999,7.23,6972.19
Austria,2000,8.08,7076.27
Austria,2001,7.19,7333.23
Austria,2002,7.92,7427.66
Austria,2003,7.51,7695.08
Austria,2004,6.91,7808.16
Austria,2005,6.61,7977.68
Austria,2006,7.28,8244.4
Austria,2007,7.98,8207.47
Austria,2008,7.8,8233.01
Austria,2009,7.62,7944.8
Austria,2010,6.65,8382.71
Austria,2011,7.86,8425.17
Austria,2012,7.61,8548.88
Austria,2013,8.06,8509.61
Azerbaijan,1990,11.99,2569.82
Azerbaijan,1991,11.96,2631.03
Azerbaijan,1992,10.72,2276.06
Azerbaijan,1993,10.53,2119.74
Azerbaijan,1994,11.47,1961.94
Azerbaijan,1995,12.73,1952.02
Azerbaijan,1996,12.2,1852.89
Azerbaijan,1997,11.89,1813.67
Azerbaijan,1998,12.96,1936.94
Azerbaijan,1999,12.85,2022.49
Azerbaijan,2000,12.63,2040.48
Azerbaijan,2001,13.1,2106.47
Azerbaijan,2002,12.43,1996.71
Azerbaijan,2003,11.98,2235.46
Azerbaijan,2004,12.62,2281.95
Azerbaijan,2005,12.69,2388.39
Azerbaijan,2006,12.71,2552.29
Azerbaijan,2007,12.51,2118.21
Azerbaijan,2008,12.37,2040.76
Azerbaijan,2009,12.61,1620.39
Azerbaijan,2010,13.96,1603.43
Azerbaijan,2011,11.81,1705.42
Azerbaijan,2012,13.09,2052.65
Azerbaijan,2013,14.17,2092.54
Bahrain,1971,25.79,1861.54
Bahrain,1972,25.41,1850.76
Bahrain,1973,26.0,1948.32
Bahrain,1974,25.92,2124.7
Bahrain,1975,25.84,2455.14
Bahrain,1976,25.71,2999.56
Bahrain,1977,26.55,3520.04
Bahrain,1978,26.27,3662.61
Bahrain,1979,26.81,4251.55
Bahrain,1980,26.56,4578.11
Bahrain,1981,26.58,4806.19
Bahrain,1982,25.52,5137.88
Bahrain,1983,25.59,5474.69
Bahrain,1984,25.96,14868.19
Bahrain,1985,26.2,15378.42
Bahrain,1986,26.33,15839.77
Bahrain,1987,26.64,14148.08
Bahrain,1988,26.63,14786.78
Bahrain,1989,26.02,14809.66
Bahrain,1990,26.34,14972.42
Bahrain,1991,25.81,13533.43
Bahrain,1992,25.18,17450.9
Bahrain,1993,26.17,20228.15
Bahrain,1994,26.73,18969.95
Bahrain,1995,26.26,18902.52
Bahrain,1996,26.83,18836.64
Bahrain,1997,26.19,19238.7
Bahrain,1998,27.61,19393.77
Bahrain,1999,27.74,18980.46
Bahrain,2000,27.07,18697.24
Bahrain,2001,27.43,19228.85
Bahrain,2002,27.27,19663.94
Bahrain,2003,27.37,19786.55
Bahrain,2004,27.15,18900.93
Bahrain,2005,26.98,21024.01
Bahrain,2006,27.22,21230.08
Bahrain,2007,27.22,20501.05
Bahrain,2008,27.03,18562.73
Bahrain,2009,27.31,17542.88
Bahrain,2010,28.07,18442.79
Bahrain,2011,27.1,18889.06
Bahrain,2012,27.53,18942.17
Bahrain,2013,27.93,19483.65
Bangladesh,1971,24.64,10.38
Bangladesh,1972,25.14,10.24
Bangladesh,1973,25.27,14.65
Bangladesh,1974,25.04,16.15
Bangladesh,1975,25.14,16.21
Bangladesh,1976,25.2,16.51
Bangladesh,1977,25.05,17.49
Bangladesh,1978,25.04,20.64
Bangladesh,1979,25.71,20.28
Bangladesh,1980,25.34,18.13
Bangladesh,1981,24.95,21.67
Bangladesh,1982,25.14,24.48
Bangladesh,1983,25.07,27.87
Bangladesh,1984,25.07,30.65
Bangladesh,1985,25.42,31.69
Bangladesh,1986,25.29,35.97
Bangladesh,1987,25.64,37.51
Bangladesh,1988,25.71,40.65
Bangladesh,1989,25.3,48.56
Bangladesh,1990,25.28,47.93
Bangladesh,1991,25.14,48.74
Bangladesh,1992,25.12,58.62
Bangladesh,1993,25.0,65.37
Bangladesh,1994,25.26,69.31
Bangladesh,1995,25.42,76.49
Bangladesh,1996,25.44,80.42
Bangladesh,1997,24.86,82.46
Bangladesh,1998,25.52,87.62
Bangladesh,1999,25.71,95.96
Bangladesh,2000,25.15,103.36
Bangladesh,2001,25.34,113.76
Bangladesh,2002,25.38,121.46
Bangladesh,2003,25.28,127.77
Bangladesh,2004,25.39,163.16
Bangladesh,2005,25.53,173.73
Bangladesh,2006,25.77,194.58
Bangladesh,2007,25.34,203.99
Bangladesh,2008,25.39,205.93
Bangladesh,2009,25.9,224.84
Bangladesh,2010,25.94,245.9
Bangladesh,2011,25.21,263.98
Bangladesh,2012,25.53,281.44
Bangladesh,2013,25.97,299.48
Belarus,1990,7.76,4380.75
Belarus,1991,6.9,4426.01
Belarus,1992,7.13,3912.7
Belarus,1993,6.01,3450.22
Belarus,1994,6.74,3068.36
Belarus,1995,7.02,2790.02
Belarus,1996,5.66,2806.62
Belarus,1997,6.34,2952.92
Belarus,1998,6.53,3015.4
Belarus,1999,7.71,3005.36
Belarus,2000,7.91,2996.31
Belarus,2001,7.09,3009.4
Belarus,2002,7.7,3000.75
Belarus,2003,6.72,3063.06
Belarus,2004,6.91,3174.05
Belarus,2005,6.97,3245.37
Belarus,2006,6.99,3365.98
Belarus,2007,7.93,3393.91
Belarus,2008,8.13,3481.74
Belarus,2009,7.2,3299.46
Belarus,2010,7.04,3566.17
Belarus,2011,7.59,3632.88
Belarus,2012,6.84,3704.31
Belarus,2013,8.27,3657.12
Belgium,1971,9.83,3217.05
Belgium,1972,9.33,3612.36
Belgium,1973,9.76,3941.6
Belgium,1974,10.07,4134.39
Belgium,1975,10.07,3887.48
Belgium,1976,10.37,4247.41
Belgium,1977,9.96,4404.82
Belgium,1978,9.23,4623.39
Belgium,1979,9.06,4906.09
Belgium,1980,9.3,4893.89
Belgium,1981,9.63,4910.95
Belgium,1982,10.33,4904.07
Belgium,1983,10.29,5043.98
Belgium,1984,9.65,5285.54
Belgium,1985,8.8,5502.67
Belgium,1986,9.26,5617.42
Belgium,1987,9.07,5876.96
Belgium,1988,10.46,6057.06
Belgium,1989,10.92,6205.76
Belgium,1990,10.94,6380.31
Belgium,1991,9.71,6655.41
Belgium,1992,10.49,6850.66
Belgium,1993,9.93,6881.07
Belgium,1994,11.0,7176.24
Belgium,1995,10.7,7379.74
Belgium,1996,8.89,7527.69
Belgium,1997,10.47,7701.61
Belgium,1998,10.37,7913.06
Belgium,1999,10.93,7944.13
Belgium,2000,11.03,8247.68
Belgium,2001,10.54,8267.19
Belgium,2002,11.04,8311.89
Belgium,2003,10.87,8411.9
Belgium,2004,10.45,8576.22
Belgium,2005,10.73,8510.0
Belgium,2006,11.1,8683.67
Belgium,2007,11.15,8614.68
Belgium,2008,10.5,8521.5
Belgium,2009,10.63,7903.96
Belgium,2010,9.36,8393.95
Belgium,2011,11.31,8028.8
Belgium,2012,10.35,7988.52
Belgium,2013,10.06,7989.67
Benin,1971,27.16,10.36
Benin,1972,27.36,11.41
Benin,1973,27.89,17.97
Benin,1974,27.1,16.36
Benin,1975,26.95,17.46
Benin,1976,26.96,18.78
Benin,1977,27.46,20.58
Benin,1978,27.24,44.82
Benin,1979,27.56,24.11
Benin,1980,27.56,26.87
Benin,1981,27.46,30.95
Benin,1982,27.3,17.02
Benin,1983,27.73,35.48
Benin,1984,27.55,31.45
Benin,1985,27.5,32.36
Benin,1986,27.35,30.1
Benin,1987,28.21,29.86
Benin,1988,27.59,34.98
Benin,1989,27.16,32.73
Benin,1990,27.79,33.9
Benin,1991,27.38,35.71
Benin,1992,27.23,37.93
Benin,1993,27.6,37.85
Benin,1994,27.34,37.98
Benin,1995,27.62,40.85
Benin,1996,27.7,43.68
Benin,1997,27.54,47.13
Benin,1998,28.09,44.04
Benin,1999,27.68,50.97
Benin,2000,27.64,57.02
Benin,2001,27.68,60.32
Benin,2002,27.82,67.01
Benin,2003,27.96,63.45
Benin,2004,27.87,69.03
Benin,2005,28.15,72.28
Benin,2006,28.14,73.43
Benin,2007,28.07,77.94
Benin,2008,27.69,84.32
Benin,2009,28.16,85.69
Benin,2010,28.33,92.95
Benin,2011,28.06,89.04
Benin,2012,27.75,90.47
Benin,2013,28.16,93.9
Bolivia,1971,20.74,162.11
Bolivia,1972,21.34,170.01
Bolivia,1973,21.31,169.72
Bolivia,1974,20.79,177.31
Bolivia,1975,21.04,184.88
Bolivia,1976,20.83,194.69
Bolivia,1977,21.25,210.85
Bolivia,1978,21.28,221.65
Bolivia,1979,21.04,231.0
Bolivia,1980,21.03,246.51
Bolivia,1981,20.98,258.57
Bolivia,1982,21.3,257.21
Bolivia,1983,21.57,246.38
Bolivia,1984,21.29,244.56
Bolivia,1985,21.48,237.09
Bolivia,1986,21.48,227.38
Bolivia,1987,21.87,225.93
Bolivia,1988,21.47,237.65
Bolivia,1989,21.16,249.38
Bolivia,1990,21.33,257.46
Bolivia,1991,21.75,271.5
Bolivia,1992,21.21,280.89
Bolivia,1993,21.52,303.0
Bolivia,1994,21.98,322.99
Bolivia,1995,21.73,341.77
Bolivia,1996,21.05,360.1
Bolivia,1997,21.61,378.73
Bolivia,1998,21.47,395.8
Bolivia,1999,21.03,409.17
Bolivia,2000,21.08,407.44
Bolivia,2001,21.23,408.75
Bolivia,2002,21.61,422.33
Bolivia,2003,21.26,429.93
Bolivia,2004,21.57,439.98
Bolivia,2005,21.37,469.21
Bolivia,2006,21.47,499.13
Bolivia,2007,21.13,530.22
Bolivia,2008,21.19,519.3
Bolivia,2009,21.38,537.54
Bolivia,2010,21.45,586.31
Bolivia,2011,21.56,617.92
Bolivia,2012,21.61,642.59
Bolivia,2013,20.64,682.93
Botswana,1981,21.61,555.59
Botswana,1982,22.49,590.42
Botswana,1983,22.96,587.34
Botswana,1984,22.53,601.36
Botswana,1985,22.27,623.52
Botswana,1986,22.31,709.77
Botswana,1987,23.14,801.4
Botswana,1988,22.25,684.23
Botswana,1989,22.1,697.56
Botswana,1990,22.94,737.99
Botswana,1991,22.06,819.22
Botswana,1992,23.29,888.3
Botswana,1993,22.68,882.19
Botswana,1994,22.38,918.5
Botswana,1995,23.21,890.76
Botswana,1996,22.2,915.2
Botswana,1997,22.34,978.79
Botswana,1998,23.07,1043.67
Botswana,1999,22.98,1022.13
Botswana,2000,21.87,1099.6
Botswana,2001,22.35,1164.63
Botswana,2002,22.99,1210.5
Botswana,2003,23.4,1293.47
Botswana,2004,22.35,1405.53
Botswana,2005,23.37,1392.11
Botswana,2006,21.8,1422.2
Botswana,2007,22.4,1463.67
Botswana,2008,22.31,1472.11
Botswana,2009,22.14,1658.86
Botswana,2010,22.73,1483.03
Botswana,2011,21.96,1419.84
Botswana,2012,22.4,1646.57
Botswana,2013,21.83,1978.1
Brazil,1971,24.61,453.91
Brazil,1972,25.1,492.46
Brazil,1973,25.17,547.1
Brazil,1974,24.58,596.65
Brazil,1975,24.68,642.6
Brazil,1976,24.72,712.38
Brazil,1977,25.13,779.72
Brazil,1978,24.93,848.92
Brazil,1979,24.94,929.33
Brazil,1980,25.15,1003.4
Brazil,1981,24.98,1008.51
Brazil,1982,25.23,1043.03
Brazil,1983,25.35,1098.78
Brazil,1984,25.11,1195.04
Brazil,1985,24.97,1268.9
Brazil,1986,25.13,1339.62
Brazil,1987,25.56,1352.99
Brazil,1988,25.18,1403.73
Brazil,1989,24.87,1433.52
Brazil,1990,25.27,1444.25
Brazil,1991,25.29,1469.86
Brazil,1992,25.25,1478.33
Brazil,1993,25.35,1522.15
Brazil,1994,25.45,1551.7
Brazil,1995,25.55,1619.45
Brazil,1996,25.34,1672.63
Brazil,1997,25.56,1748.42
Brazil,1998,25.96,1795.08
Brazil,1999,25.29,1820.05
Brazil,2000,25.2,1885.67
Brazil,2001,25.5,1737.98
Brazil,2002,25.8,1797.27
Brazil,2003,25.62,1873.81
Brazil,2004,25.5,1948.58
Brazil,2005,25.81,2008.57
Brazil,2006,25.52,2065.19
Brazil,2007,25.67,2160.23
Brazil,2008,25.41,2222.42
Brazil,2009,25.6,2190.0
Brazil,2010,25.81,2366.38
Brazil,2011,25.43,2422.58
Brazil,2012,25.72,2492.84
Brazil,2013,25.35,2560.1
Bulgaria,1971,10.56,2292.65
Bulgaria,1972,10.7,2486.07
Bulgaria,1973,10.26,2683.11
Bulgaria,1974,10.59,2842.23
Bulgaria,1975,11.02,3035.64
Bulgaria,1976,9.88,3247.55
Bulgaria,1977,11.05,3437.8
Bulgaria,1978,10.26,3648.39
Bulgaria,1979,11.01,3772.29
Bulgaria,1980,10.04,3973.69
Bulgaria,1981,10.76,4125.35
Bulgaria,1982,10.61,4397.89
Bulgaria,1983,10.82,4582.13
Bulgaria,1984,10.75,4772.29
Bulgaria,1985,10.27,4678.29
Bulgaria,1986,10.7,4646.26
Bulgaria,1987,10.42,4838.62
Bulgaria,1988,10.76,4940.52
Bulgaria,1989,11.1,4963.18
Bulgaria,1990,11.6,4758.73
Bulgaria,1991,10.18,4361.14
Bulgaria,1992,11.02,3735.53
Bulgaria,1993,10.71,3807.7
Bulgaria,1994,12.2,3825.39
Bulgaria,1995,10.81,4211.13
Bulgaria,1996,10.43,4350.44
Bulgaria,1997,10.23,3970.13
Bulgaria,1998,11.1,3932.4
Bulgaria,1999,11.79,3613.37
Bulgaria,2000,11.91,3673.61
Bulgaria,2001,11.62,3859.09
Bulgaria,2002,11.68,3853.82
Bulgaria,2003,10.95,3997.9
Bulgaria,2004,11.24,3971.82
Bulgaria,2005,10.78,4165.18
Bulgaria,2006,11.12,4366.91
Bulgaria,2007,12.31,4523.32
Bulgaria,2008,11.99,4674.5
Bulgaria,2009,11.89,4483.75
Bulgaria,2010,11.77,4560.41
Bulgaria,2011,11.05,4863.69
Bulgaria,2012,12.03,4761.91
Bulgaria,2013,13.41,4639.71
Cambodia,1995,27.08,13.19
Cambodia,1996,26.84,19.67
Cambodia,1997,27.22,23.97
Cambodia,1998,27.96,26.48
Cambodia,1999,26.83,30.17
Cambodia,2000,27.06,32.84
Cambodia,2001,27.25,36.72
Cambodia,2002,27.56,50.63
Cambodia,2003,27.3,51.77
Cambodia,2004,27.18,55.93
Cambodia,2005,27.39,66.89
Cambodia,2006,27.41,80.73
Cambodia,2007,27.24,100.33
Cambodia,2008,26.9,114.1
Cambodia,2009,27.25,127.37
Cambodia,2010,27.88,143.77
Cambodia,2011,27.0,164.75
Cambodia,2012,27.81,207.15
Cambodia,2013,28.26,221.94
Cameroon,1971,24.25,153.76
Cameroon,1972,24.53,156.84
Cameroon,1973,24.91,154.17
Cameroon,1974,24.23,170.82
Cameroon,1975,24.23,176.14
Cameroon,1976,24.29,167.41
Cameroon,1977,24.68,156.86
Cameroon,1978,24.51,157.86
Cameroon,1979,24.79,157.34
Cameroon,1980,24.77,157.98
Cameroon,1981,24.3,199.68
Cameroon,1982,24.3,224.05
Cameroon,1983,24.68,218.6
Cameroon,1984,24.48,210.02
Cameroon,1985,24.38,229.8
Cameroon,1986,24.51,214.28
Cameroon,1987,25.02,213.53
Cameroon,1988,24.68,215.9
Cameroon,1989,24.22,216.7
Cameroon,1990,24.89,205.15
Cameroon,1991,24.73,198.17
Cameroon,1992,24.3,194.58
Cameroon,1993,24.66,196.77
Cameroon,1994,24.63,172.23
Cameroon,1995,24.82,164.78
Cameroon,1996,24.7,170.46
Cameroon,1997,24.82,180.47
Cameroon,1998,25.32,177.37
Cameroon,1999,24.66,182.39
Cameroon,2000,24.61,180.17
Cameroon,2001,24.65,169.82
Cameroon,2002,24.95,159.36
Cameroon,2003,25.01,171.7
Cameroon,2004,25.17,197.51
Cameroon,2005,25.27,191.37
Cameroon,2006,25.29,252.21
Cameroon,2007,25.21,260.41
Cameroon,2008,25.12,273.9
Cameroon,2009,25.41,271.39
Cameroon,2010,25.46,267.58
Cameroon,2011,24.88,262.07
Cameroon,2012,24.88,252.75
Cameroon,2013,25.31,257.39
Canada,1971,-4.87,9166.68
Canada,1972,-6.8,9803.56
Canada,1973,-4.18,10241.92
Canada,1974,-5.64,10804.6
Canada,1975,-4.95,10466.58
Canada,1976,-4.79,11075.95
Canada,1977,-3.84,11797.26
Canada,1978,-5.3,12269.02
Canada,1979,-5.01,12422.76
Canada,1980,-4.42,12803.98
Canada,1981,-2.87,13239.41
Canada,1982,-5.88,12981.08
Canada,1983,-4.75,13457.07
Canada,1984,-4.63,14343.39
Canada,1985,-4.9,14857.26
Canada,1986,-4.84,15363.4
Canada,1987,-3.34,15798.29
Canada,1988,-4.13,16389.34
Canada,1989,-5.07,16464.04
Canada,1990,-5.02,16167.37
Canada,1991,-4.43,16181.59
Canada,1992,-4.93,16164.42
Canada,1993,-4.4,16320.13
Canada,1994,-4.43,16388.28
Canada,1995,-4.31,16532.38
Canada,1996,-4.94,16607.21
Canada,1997,-4.23,16653.68
Canada,1998,-2.55,16435.79
Canada,1999,-3.19,16678.93
Canada,2000,-4.03,17037.07
Canada,2001,-3.1,16840.19
Canada,2002,-4.36,16960.64
Canada,2003,-3.86,17208.52
Canada,2004,-4.92,17264.74
Canada,2005,-3.31,16948.28
Canada,2006,-2.46,16508.34
Canada,2007,-4.06,16683.13
Canada,2008,-4.3,16377.48
Canada,2009,-4.14,15450.73
Canada,2010,-1.89,15269.75
Canada,2011,-3.56,15644.54
Canada,2012,-3.18,15336.62
Canada,2013,-1.64,15750.81
Chile,1971,9.16,758.08
Chile,1972,9.59,784.56
Chile,1973,9.41,754.77
Chile,1974,9.29,797.21
Chile,1975,9.42,727.95
Chile,1976,9.35,765.3
Chile,1977,10.01,790.44
Chile,1978,9.96,830.42
Chile,1979,9.8,872.59
Chile,1980,9.9,898.79
Chile,1981,9.96,914.71
Chile,1982,10.05,882.58
Chile,1983,10.31,901.26
Chile,1984,9.44,961.33
Chile,1985,10.04,982.61
Chile,1986,9.84,1022.49
Chile,1987,10.27,1048.63
Chile,1988,9.73,1115.39
Chile,1989,10.02,1202.34
Chile,1990,9.83,1231.29
Chile,1991,9.73,1307.48
Chile,1992,9.74,1450.48
Chile,1993,9.94,1508.96
Chile,1994,10.05,1583.74
Chile,1995,9.78,1741.02
Chile,1996,9.76,1922.82
Chile,1997,10.34,2066.14
Chile,1998,10.29,2174.21
Chile,1999,9.83,2390.82
Chile,2000,9.56,2497.75
Chile,2001,9.82,2627.35
Chile,2002,9.74,2726.24
Chile,2003,10.08,2896.06
Chile,2004,10.21,3063.87
Chile,2005,9.89,3097.07
Chile,2006,10.17,3226.35
Chile,2007,9.49,3346.48
Chile,2008,10.16,3347.67
Chile,2009,9.99,3306.87
Chile,2010,9.71,3318.31
Chile,2011,10.03,3596.11
Chile,2012,10.27,3820.37
Chile,2013,9.88,3893.51
China,1971,6.85,151.99
China,1972,6.81,163.91
China,1973,7.21,175.93
China,1974,6.66,174.23
China,1975,7.1,199.04
China,1976,6.47,204.03
China,1977,6.85,220.66
China,1978,7.05,246.56
China,1979,7.07,267.37
China,1980,6.95,281.62
China,1981,6.93,285.82
China,1982,7.15,299.2
China,1983,6.93,317.02
China,1984,6.52,336.41
China,1985,6.74,362.81
China,1986,6.87,391.35
China,1987,7.25,426.55
China,1988,7.22,461.8
China,1989,7.24,487.37
China,1990,7.64,510.62
China,1991,7.1,548.95
China,1992,6.86,604.69
China,1993,6.92,662.64
China,1994,7.5,727.11
China,1995,7.21,770.28
China,1996,6.96,821.08
China,1997,7.37,852.74
China,1998,8.05,870.62
